year,male_age,male_probDeathWithinYr,male_numberSurv,male_deathsWithinYr,male_personYrsWithinYr,male_personYrsLeft,male_lifeExp,female_age,female_probDeathWithinYr,female_numberSurv,female_deathsWithinYr,female_personYrsWithinYr,female_personYrsLeft,female_lifeExp
2010,30,0.00116,"97,604",113,"97,548","4,574,384",46.87,30,0.0006,"98,663",59,"98,634","5,018,884",50.87
2010,31,0.00121,"97,491",118,"97,432","4,476,836",45.92,31,0.00064,"98,605",64,"98,573","4,920,250",49.9
2010,32,0.00128,"97,373",125,"97,310","4,379,404",44.98,32,0.0007,"98,541",69,"98,506","4,821,677",48.93
2010,33,0.00137,"97,248",134,"97,181","4,282,093",44.03,33,0.00077,"98,472",76,"98,434","4,723,170",47.96
2010,34,0.00148,"97,114",144,"97,042","4,184,912",43.09,34,0.00086,"98,396",84,"98,354","4,624,737",47
2010,35,0.0016,"96,971",155,"96,893","4,087,869",42.16,35,0.00094,"98,311",93,"98,265","4,526,383",46.04
2010,36,0.00174,"96,815",168,"96,731","3,990,977",41.22,36,0.00104,"98,219",102,"98,168","4,428,118",45.08
2010,37,0.00189,"96,647",183,"96,556","3,894,246",40.29,37,0.00113,"98,117",111,"98,061","4,329,951",44.13
2010,38,0.00206,"96,464",198,"96,365","3,797,690",39.37,38,0.00124,"98,005",121,"97,945","4,231,890",43.18
2010,39,0.00224,"96,266",216,"96,158","3,701,325",38.45,39,0.00134,"97,884",131,"97,819","4,133,945",42.23
2010,40,0.00244,"96,050",234,"95,933","3,605,167",37.53,40,0.00146,"97,753",142,"97,682","4,036,126",41.29
2010,41,0.00264,"95,816",253,"95,690","3,509,234",36.62,41,0.00158,"97,611",154,"97,534","3,938,444",40.35
2010,42,0.00286,"95,563",274,"95,426","3,413,544",35.72,42,0.00169,"97,457",165,"97,374","3,840,910",39.41
2010,43,0.0031,"95,290",295,"95,142","3,318,118",34.82,43,0.0018,"97,292",175,"97,205","3,743,536",38.48
2010,44,0.00335,"94,994",318,"94,835","3,222,976",33.93,44,0.0019,"97,117",184,"97,025","3,646,331",37.55
2010,45,0.00363,"94,676",343,"94,505","3,128,140",33.04,45,0.00201,"96,933",195,"96,836","3,549,306",36.62
2010,46,0.00392,"94,333",370,"94,148","3,033,636",32.16,46,0.00214,"96,739",207,"96,635","3,452,470",35.69
2010,47,0.00418,"93,963",392,"93,767","2,939,488",31.28,47,0.00229,"96,531",221,"96,421","3,355,835",34.76
2010,48,0.00438,"93,571",410,"93,366","2,845,721",30.41,48,0.00244,"96,311",235,"96,193","3,259,414",33.84
2010,49,0.00457,"93,161",426,"92,948","2,752,355",29.54,49,0.00261,"96,076",251,"95,950","3,163,221",32.92
2010,50,0.00478,"92,735",443,"92,513","2,659,407",28.68,50,0.00281,"95,825",269,"95,690","3,067,270",32.01
2010,51,0.00504,"92,292",465,"92,059","2,566,893",27.81,51,0.00304,"95,556",291,"95,410","2,971,580",31.1
2010,52,0.00538,"91,827",494,"91,580","2,474,834",26.95,52,0.00332,"95,265",316,"95,107","2,876,170",30.19
2010,53,0.0058,"91,333",530,"91,068","2,383,254",26.09,53,0.00365,"94,949",347,"94,775","2,781,063",29.29
2010,54,0.00632,"90,803",574,"90,516","2,292,186",25.24,54,0.00403,"94,602",382,"94,411","2,686,288",28.4
2010,55,0.00691,"90,229",624,"89,917","2,201,670",24.4,55,0.00447,"94,220",421,"94,010","2,591,876",27.51
2010,56,0.00757,"89,605",678,"89,266","2,111,753",23.57,56,0.00495,"93,799",464,"93,567","2,497,866",26.63
2010,57,0.00828,"88,927",736,"88,559","2,022,486",22.74,57,0.00547,"93,335",511,"93,080","2,404,299",25.76
2010,58,0.00906,"88,191",799,"87,792","1,933,927",21.93,58,0.00604,"92,824",561,"92,544","2,311,219",24.9
2010,59,0.00991,"87,392",866,"86,959","1,846,135",21.12,59,0.00666,"92,264",614,"91,957","2,218,675",24.05
2010,60,0.01086,"86,526",939,"86,057","1,759,176",20.33,60,0.00734,"91,649",673,"91,313","2,126,719",23.2
2010,61,0.01192,"85,587","1,021","85,077","1,673,119",19.55,61,0.00811,"90,976",738,"90,608","2,035,406",22.37
2010,62,0.01311,"84,567","1,109","84,012","1,588,042",18.78,62,0.00895,"90,239",808,"89,835","1,944,798",21.55
2010,63,0.01444,"83,458","1,205","82,855","1,504,030",18.02,63,0.00987,"89,431",883,"88,990","1,854,963",20.74
2010,64,0.0159,"82,253","1,308","81,599","1,421,175",17.28,64,0.01088,"88,548",964,"88,066","1,765,974",19.94
2010,65,0.01753,"80,945","1,419","80,235","1,339,577",16.55,65,0.01201,"87,585","1,052","87,059","1,677,907",19.16
2010,66,0.01932,"79,525","1,536","78,757","1,259,342",15.84,66,0.01325,"86,533","1,147","85,959","1,590,849",18.38
2010,67,0.02122,"77,989","1,655","77,162","1,180,585",15.14,67,0.01456,"85,386","1,243","84,764","1,504,889",17.62
2010,68,0.02323,"76,334","1,773","75,448","1,103,423",14.46,68,0.01594,"84,143","1,341","83,472","1,420,125",16.88
2010,69,0.02538,"74,561","1,893","73,615","1,027,976",13.79,69,0.01742,"82,801","1,442","82,080","1,336,653",16.14
2010,70,0.02785,"72,668","2,024","71,657","954,361",13.13,70,0.01912,"81,359","1,556","80,581","1,254,573",15.42
2010,71,0.03059,"70,645","2,161","69,564","882,704",12.49,71,0.02103,"79,803","1,678","78,964","1,173,992",14.71
2010,72,0.03343,"68,484","2,289","67,339","813,140",11.87,72,0.02303,"78,125","1,799","77,225","1,095,028",14.02
2010,73,0.03633,"66,195","2,405","64,992","745,801",11.27,73,0.02511,"76,326","1,917","75,367","1,017,802",13.33
2010,74,0.03942,"63,790","2,515","62,533","680,809",10.67,74,0.02736,"74,409","2,036","73,391","942,435",12.67
2010,75,0.04299,"61,275","2,634","59,958","618,276",10.09,75,0.02998,"72,373","2,170","71,288","869,044",12.01
2010,76,0.04715,"58,641","2,765","57,259","558,318",9.52,76,0.03305,"70,203","2,320","69,043","797,755",11.36
2010,77,0.05184,"55,877","2,896","54,428","501,059",8.97,77,0.03649,"67,883","2,477","66,645","728,712",10.73
2010,78,0.05711,"52,980","3,025","51,468","446,630",8.43,78,0.04031,"65,406","2,636","64,088","662,068",10.12
2010,79,0.06305,"49,955","3,150","48,380","395,163",7.91,79,0.04462,"62,770","2,801","61,369","597,980",9.53
2010,80,0.06978,"46,805","3,266","45,172","346,783",7.41,80,0.04965,"59,969","2,977","58,480","536,610",8.95
2010,81,0.07738,"43,539","3,369","41,855","301,611",6.93,81,0.05542,"56,992","3,158","55,413","478,130",8.39
2010,82,0.08596,"40,170","3,453","38,443","259,756",6.47,82,0.06182,"53,833","3,328","52,169","422,717",7.85
2010,83,0.09557,"36,717","3,509","34,963","221,313",6.03,83,0.06888,"50,505","3,479","48,766","370,548",7.34
2010,84,0.10625,"33,208","3,528","31,444","186,350",5.61,84,0.07674,"47,027","3,609","45,222","321,782",6.84
2010,85,0.118,"29,680","3,502","27,928","154,906",5.22,85,0.08559,"43,418","3,716","41,560","276,559",6.37
2010,86,0.13083,"26,177","3,425","24,465","126,978",4.85,86,0.09561,"39,702","3,796","37,804","235,000",5.92
2010,87,0.14473,"22,753","3,293","21,106","102,513",4.51,87,0.10691,"35,906","3,839","33,987","197,196",5.49
2010,88,0.15973,"19,460","3,108","17,905","81,407",4.18,88,0.11955,"32,067","3,834","30,150","163,209",5.09
2010,89,0.17584,"16,351","2,875","14,914","63,502",3.88,89,0.13354,"28,234","3,770","26,349","133,058",4.71
2010,90,0.19307,"13,476","2,602","12,175","48,588",3.61,90,0.14886,"24,463","3,642","22,642","106,710",4.36
2010,91,0.21141,"10,874","2,299","9,725","36,413",3.35,91,0.16549,"20,822","3,446","19,099","84,067",4.04
2010,92,0.23086,"8,575","1,980","7,586","26,688",3.11,92,0.18337,"17,376","3,186","15,783","64,969",3.74
2010,93,0.25138,"6,596","1,658","5,767","19,103",2.9,93,0.20245,"14,190","2,873","12,753","49,186",3.47
2010,94,0.27296,"4,938","1,348","4,264","13,336",2.7,94,0.22268,"11,317","2,520","10,057","36,433",3.22
2010,95,0.29443,"3,590","1,057","3,061","9,072",2.53,95,0.24316,"8,797","2,139","7,727","26,376",3
2010,96,0.31547,"2,533",799,"2,133","6,011",2.37,96,0.26357,"6,658","1,755","5,780","18,648",2.8
2010,97,0.33577,"1,734",582,"1,443","3,877",2.24,97,0.28359,"4,903","1,390","4,208","12,868",2.62
2010,98,0.35496,"1,152",409,947,"2,435",2.11,98,0.30287,"3,513","1,064","2,981","8,660",2.47
2010,99,0.37271,743,277,604,"1,487",2,99,0.32105,"2,449",786,"2,056","5,679",2.32
2010,100,0.39134,466,182,375,883,1.89,100,0.34031,"1,663",566,"1,380","3,624",2.18
2010,101,0.41091,284,117,225,508,1.79,101,0.36073,"1,097",396,899,"2,244",2.05
2010,102,0.43146,167,72,131,283,1.69,102,0.38237,701,268,567,"1,345",1.92
2010,103,0.45303,95,43,73,152,1.6,103,0.40531,433,176,345,778,1.8
2010,104,0.47568,52,25,40,78,1.51,104,0.42963,258,111,202,433,1.68
2010,105,0.49947,27,14,20,39,1.42,105,0.45541,147,67,113,230,1.57
2010,106,0.52444,14,7,10,18,1.33,106,0.48274,80,39,61,117,1.46
2010,107,0.55066,6,4,5,8,1.25,107,0.5117,41,21,31,56,1.36
2010,108,0.57819,3,2,2,3,1.18,108,0.5424,20,11,15,26,1.27
2010,109,0.6071,1,1,1,1,1.1,109,0.57495,9,5,7,11,1.17
2010,110,0.63746,0,0,0,0,1.03,110,0.60944,4,2,3,4,1.09
2010,111,0.66933,0,0,0,0,0.96,111,0.64601,2,1,1,2,1
2010,112,0.7028,0,0,0,0,0.9,112,0.68477,1,0,0,1,0.93
2010,113,0.73794,0,0,0,0,0.83,113,0.72585,0,0,0,0,0.85
2010,114,0.77483,0,0,0,0,0.77,114,0.76941,0,0,0,0,0.78
2010,115,0.81358,0,0,0,0,0.72,115,0.81358,0,0,0,0,0.72
2010,116,0.85425,0,0,0,0,0.66,116,0.85425,0,0,0,0,0.66
2010,117,0.89697,0,0,0,0,0.61,117,0.89697,0,0,0,0,0.61
2010,118,0.94182,0,0,0,0,0.56,118,0.94182,0,0,0,0,0.56
2010,119,0.98891,0,0,0,0,0.51,119,0.98891,0,0,0,0,0.51
2020,0,0.00486,"100,000",486,"99,573","7,649,732",76.5,0,0.00411,"100,000",411,"99,641","8,080,182",80.8
2020,1,0.00034,"99,514",34,"99,497","7,550,159",75.87,1,0.0003,"99,589",30,"99,574","7,980,541",80.13
2020,2,0.00023,"99,480",23,"99,468","7,450,663",74.9,2,0.00019,"99,559",19,"99,550","7,880,967",79.16
2020,3,0.00019,"99,456",19,"99,447","7,351,195",73.91,3,0.00015,"99,540",14,"99,533","7,781,418",78.17
2020,4,0.00015,"99,437",15,"99,430","7,251,748",72.93,4,0.00011,"99,526",11,"99,520","7,681,885",77.19
2020,5,0.00013,"99,422",13,"99,416","7,152,318",71.94,5,0.0001,"99,515",10,"99,510","7,582,365",76.19
2020,6,0.00013,"99,409",13,"99,403","7,052,902",70.95,6,0.0001,"99,504",10,"99,499","7,482,855",75.2
2020,7,0.00012,"99,396",12,"99,391","6,953,500",69.96,7,0.0001,"99,494",10,"99,490","7,383,356",74.21
2020,8,0.00011,"99,385",11,"99,379","6,854,109",68.97,8,0.0001,"99,485",9,"99,480","7,283,866",73.22
2020,9,0.00009,"99,374",9,"99,370","6,754,730",67.97,9,0.00009,"99,475",9,"99,471","7,184,386",72.22
2020,10,0.00007,"99,366",7,"99,362","6,655,360",66.98,10,0.00008,"99,466",8,"99,462","7,084,916",71.23
2020,11,0.00008,"99,358",8,"99,355","6,555,998",65.98,11,0.00008,"99,458",8,"99,454","6,985,453",70.23
2020,12,0.00013,"99,351",12,"99,345","6,456,643",64.99,12,0.0001,"99,450",10,"99,445","6,885,999",69.24
2020,13,0.00022,"99,338",22,"99,327","6,357,299",64,13,0.00014,"99,440",14,"99,433","6,786,554",68.25
2020,14,0.00036,"99,316",36,"99,298","6,257,972",63.01,14,0.00019,"99,426",19,"99,416","6,687,121",67.26
2020,15,0.00051,"99,280",51,"99,255","6,158,674",62.03,15,0.00025,"99,407",25,"99,394","6,587,705",66.27
2020,16,0.00065,"99,230",64,"99,198","6,059,419",61.06,16,0.00031,"99,382",31,"99,366","6,488,311",65.29
2020,17,0.00077,"99,165",77,"99,127","5,960,221",60.1,17,0.00035,"99,351",35,"99,333","6,388,945",64.31
2020,18,0.00088,"99,089",87,"99,045","5,861,094",59.15,18,0.00037,"99,316",37,"99,298","6,289,611",63.33
2020,19,0.00096,"99,002",95,"98,955","5,762,049",58.2,19,0.00037,"99,279",37,"99,261","6,190,314",62.35
2020,20,0.00104,"98,907",103,"98,856","5,663,095",57.26,20,0.00037,"99,242",37,"99,224","6,091,053",61.38
2020,21,0.00111,"98,805",110,"98,750","5,564,239",56.32,21,0.00038,"99,205",38,"99,186","5,991,829",60.4
2020,22,0.00115,"98,695",114,"98,638","5,465,489",55.38,22,0.00038,"99,168",38,"99,149","5,892,642",59.42
2020,23,0.00114,"98,581",112,"98,525","5,366,851",54.44,23,0.00039,"99,130",39,"99,110","5,793,494",58.44
2020,24,0.0011,"98,468",108,"98,415","5,268,327",53.5,24,0.0004,"99,091",40,"99,071","5,694,384",57.47
2020,25,0.00104,"98,361",102,"98,310","5,169,912",52.56,25,0.00041,"99,051",41,"99,030","5,595,313",56.49
2020,26,0.00099,"98,259",97,"98,210","5,071,603",51.61,26,0.00043,"99,010",42,"98,989","5,496,282",55.51
2020,27,0.00096,"98,162",95,"98,114","4,973,393",50.67,27,0.00045,"98,968",44,"98,946","5,397,293",54.54
2020,28,0.00097,"98,067",95,"98,019","4,875,278",49.71,28,0.00048,"98,923",47,"98,900","5,298,348",53.56
2020,29,0.00101,"97,972",99,"97,922","4,777,259",48.76,29,0.00051,"98,876",51,"98,851","5,199,448",52.59
2020,30,0.00105,"97,873",103,"97,822","4,679,336",47.81,30,0.00055,"98,826",54,"98,799","5,100,597",51.61
2020,31,0.0011,"97,770",108,"97,716","4,581,515",46.86,31,0.0006,"98,771",59,"98,742","5,001,798",50.64
2020,32,0.00117,"97,662",114,"97,605","4,483,799",45.91,32,0.00065,"98,712",64,"98,680","4,903,056",49.67
2020,33,0.00125,"97,548",122,"97,487","4,386,194",44.96,33,0.00072,"98,648",71,"98,612","4,804,376",48.7
2020,34,0.00135,"97,426",132,"97,360","4,288,707",44.02,34,0.0008,"98,577",79,"98,538","4,705,764",47.74
2020,35,0.00147,"97,294",143,"97,222","4,191,347",43.08,35,0.00088,"98,498",87,"98,455","4,607,226",46.77
2020,36,0.00159,"97,151",155,"97,074","4,094,125",42.14,36,0.00097,"98,412",95,"98,364","4,508,771",45.82
2020,37,0.00173,"96,997",168,"96,913","3,997,051",41.21,37,0.00106,"98,316",104,"98,264","4,410,407",44.86
2020,38,0.00189,"96,829",183,"96,737","3,900,139",40.28,38,0.00115,"98,212",113,"98,156","4,312,143",43.91
2020,39,0.00206,"96,646",199,"96,546","3,803,401",39.35,39,0.00125,"98,099",123,"98,038","4,213,987",42.96
2020,40,0.00224,"96,447",216,"96,339","3,706,855",38.43,40,0.00136,"97,976",133,"97,910","4,115,949",42.01
2020,41,0.00242,"96,232",233,"96,115","3,610,516",37.52,41,0.00147,"97,844",144,"97,772","4,018,039",41.07
2020,42,0.00262,"95,998",252,"95,872","3,514,401",36.61,42,0.00157,"97,700",153,"97,623","3,920,268",40.13
2020,43,0.00284,"95,746",272,"95,611","3,418,528",35.7,43,0.00166,"97,547",162,"97,465","3,822,644",39.19
2020,44,0.00306,"95,475",292,"95,329","3,322,918",34.8,44,0.00175,"97,384",171,"97,299","3,725,179",38.25
2020,45,0.00331,"95,183",315,"95,026","3,227,589",33.91,45,0.00186,"97,213",180,"97,123","3,627,880",37.32
2020,46,0.00356,"94,868",338,"94,699","3,132,563",33.02,46,0.00197,"97,033",192,"96,937","3,530,757",36.39
2020,47,0.00379,"94,531",358,"94,352","3,037,864",32.14,47,0.0021,"96,842",204,"96,740","3,433,820",35.46
2020,48,0.00397,"94,172",374,"93,986","2,943,512",31.26,48,0.00224,"96,638",216,"96,530","3,337,080",34.53
2020,49,0.00413,"93,799",387,"93,605","2,849,527",30.38,49,0.0024,"96,422",231,"96,306","3,240,550",33.61
2020,50,0.00431,"93,411",403,"93,210","2,755,922",29.5,50,0.00257,"96,191",247,"96,067","3,144,244",32.69
2020,51,0.00454,"93,009",422,"92,797","2,662,712",28.63,51,0.00278,"95,943",267,"95,810","3,048,177",31.77
2020,52,0.00484,"92,586",448,"92,362","2,569,915",27.76,52,0.00304,"95,676",291,"95,531","2,952,368",30.86
2020,53,0.00522,"92,138",481,"91,898","2,477,553",26.89,53,0.00334,"95,385",319,"95,226","2,856,837",29.95
2020,54,0.00568,"91,657",521,"91,397","2,385,655",26.03,54,0.00369,"95,067",351,"94,891","2,761,611",29.05
2020,55,0.00621,"91,137",566,"90,854","2,294,258",25.17,55,0.00409,"94,716",388,"94,522","2,666,719",28.15
2020,56,0.0068,"90,571",616,"90,263","2,203,404",24.33,56,0.00454,"94,328",428,"94,114","2,572,197",27.27
2020,57,0.00745,"89,955",670,"89,620","2,113,141",23.49,57,0.00502,"93,900",472,"93,664","2,478,083",26.39
2020,58,0.00815,"89,285",727,"88,921","2,023,522",22.66,58,0.00554,"93,429",518,"93,170","2,384,418",25.52
2020,59,0.00891,"88,557",789,"88,163","1,934,601",21.85,59,0.00611,"92,911",567,"92,627","2,291,248",24.66
2020,60,0.00977,"87,768",858,"87,339","1,846,438",21.04,60,0.00673,"92,344",622,"92,033","2,198,621",23.81
2020,61,0.01074,"86,910",933,"86,444","1,759,099",20.24,61,0.00744,"91,722",682,"91,381","2,106,588",22.97
2020,62,0.01183,"85,977","1,017","85,468","1,672,655",19.45,62,0.00822,"91,040",748,"90,666","2,015,207",22.14
2020,63,0.01306,"84,960","1,110","84,405","1,587,187",18.68,63,0.00909,"90,292",821,"89,881","1,924,541",21.31
2020,64,0.01443,"83,850","1,210","83,244","1,502,783",17.92,64,0.01005,"89,471",899,"89,022","1,834,660",20.51
2020,65,0.01596,"82,639","1,319","81,980","1,419,538",17.18,65,0.01112,"88,572",985,"88,079","1,745,638",19.71
2020,66,0.01762,"81,320","1,433","80,604","1,337,558",16.45,66,0.0123,"87,587","1,077","87,048","1,657,559",18.92
2020,67,0.01939,"79,887","1,549","79,113","1,256,954",15.73,67,0.01353,"86,510","1,171","85,924","1,570,511",18.15
2020,68,0.02124,"78,339","1,664","77,507","1,177,841",15.04,68,0.01483,"85,339","1,265","84,706","1,484,586",17.4
2020,69,0.02322,"76,675","1,780","75,785","1,100,335",14.35,69,0.0162,"84,074","1,362","83,393","1,399,880",16.65
2020,70,0.02548,"74,895","1,908","73,940","1,024,550",13.68,70,0.01779,"82,712","1,471","81,976","1,316,487",15.92
2020,71,0.028,"72,986","2,043","71,964","950,610",13.02,71,0.01956,"81,240","1,589","80,446","1,234,512",15.2
2020,72,0.0306,"70,943","2,171","69,857","878,645",12.39,72,0.02142,"79,651","1,706","78,798","1,154,066",14.49
2020,73,0.03324,"68,772","2,286","67,629","808,788",11.76,73,0.02334,"77,945","1,819","77,036","1,075,268",13.8
2020,74,0.03605,"66,486","2,397","65,288","741,159",11.15,74,0.0254,"76,126","1,934","75,159","998,232",13.11
2020,75,0.03934,"64,089","2,521","62,829","675,871",10.55,75,0.02785,"74,192","2,066","73,159","923,072",12.44
2020,76,0.04319,"61,568","2,659","60,238","613,042",9.96,76,0.03071,"72,126","2,215","71,019","849,913",11.78
2020,77,0.04749,"58,909","2,797","57,510","552,804",9.38,77,0.03385,"69,911","2,367","68,728","778,894",11.14
2020,78,0.05225,"56,111","2,932","54,646","495,294",8.83,78,0.03728,"67,544","2,518","66,285","710,167",10.51
2020,79,0.05762,"53,180","3,064","51,648","440,648",8.29,79,0.04112,"65,026","2,674","63,689","643,881",9.9
2020,80,0.06369,"50,116","3,192","48,520","389,000",7.76,80,0.04561,"62,352","2,844","60,930","580,192",9.31
2020,81,0.07067,"46,924","3,316","45,266","340,480",7.26,81,0.05086,"59,509","3,027","57,995","519,262",8.73
2020,82,0.07877,"43,608","3,435","41,890","295,214",6.77,82,0.05687,"56,482","3,212","54,876","461,267",8.17
2020,83,0.08814,"40,173","3,541","38,403","253,324",6.31,83,0.06371,"53,270","3,394","51,573","406,391",7.63
2020,84,0.0987,"36,632","3,615","34,825","214,921",5.87,84,0.07146,"49,876","3,564","48,094","354,818",7.11
2020,85,0.11033,"33,017","3,643","31,195","180,097",5.45,85,0.08021,"46,312","3,715","44,454","306,724",6.62
2020,86,0.12295,"29,374","3,612","27,568","148,901",5.07,86,0.09003,"42,597","3,835","40,680","262,270",6.16
2020,87,0.1365,"25,762","3,517","24,004","121,333",4.71,87,0.10097,"38,762","3,914","36,805","221,590",5.72
2020,88,0.15098,"22,246","3,359","20,566","97,329",4.38,88,0.1131,"34,848","3,941","32,878","184,785",5.3
2020,89,0.16642,"18,887","3,143","17,316","76,763",4.06,89,0.12643,"30,907","3,908","28,953","151,907",4.91
2020,90,0.18289,"15,744","2,879","14,304","59,447",3.78,90,0.141,"26,999","3,807","25,096","122,954",4.55
2020,91,0.20043,"12,865","2,578","11,575","45,143",3.51,91,0.1568,"23,193","3,637","21,374","97,858",4.22
2020,92,0.21907,"10,286","2,253","9,159","33,567",3.26,92,0.17385,"19,556","3,400","17,856","76,484",3.91
2020,93,0.23883,"8,033","1,918","7,074","24,408",3.04,93,0.19212,"16,156","3,104","14,604","58,628",3.63
2020,94,0.25972,"6,114","1,588","5,320","17,335",2.84,94,0.2116,"13,052","2,762","11,671","44,024",3.37
2020,95,0.28049,"4,526","1,270","3,892","12,014",2.65,95,0.23129,"10,290","2,380","9,100","32,353",3.14
2020,96,0.30082,"3,257",980,"2,767","8,123",2.49,96,0.25091,"7,910","1,985","6,918","23,252",2.94
2020,97,0.32036,"2,277",729,"1,912","5,356",2.35,97,0.27012,"5,925","1,601","5,125","16,334",2.76
2020,98,0.33878,"1,548",524,"1,285","3,444",2.23,98,0.28856,"4,325","1,248","3,701","11,209",2.59
2020,99,0.35572,"1,023",364,841,"2,158",2.11,99,0.30588,"3,077",941,"2,606","7,508",2.44
2020,100,0.37351,659,246,536,"1,317",2,100,0.32423,"2,136",692,"1,790","4,902",2.3
2020,101,0.39218,413,162,332,781,1.89,101,0.34368,"1,443",496,"1,195","3,113",2.16
2020,102,0.41179,251,103,199,449,1.79,102,0.3643,947,345,775,"1,917",2.02
2020,103,0.43238,148,64,116,249,1.69,103,0.38616,602,233,486,"1,143",1.9
2020,104,0.454,84,38,65,134,1.59,104,0.40933,370,151,294,657,1.78
2020,105,0.4767,46,22,35,69,1.5,105,0.43389,218,95,171,363,1.66
2020,106,0.50053,24,12,18,34,1.41,106,0.45992,124,57,95,192,1.55
2020,107,0.52556,12,6,9,16,1.33,107,0.48752,67,33,50,97,1.45
2020,108,0.55184,6,3,4,7,1.25,108,0.51677,34,18,25,46,1.35
2020,109,0.57943,3,1,2,3,1.17,109,0.54778,17,9,12,21,1.25
2020,110,0.6084,1,1,1,1,1.1,110,0.58064,7,4,5,9,1.16
2020,111,0.63882,0,0,0,0,1.03,111,0.61548,3,2,2,3,1.07
2020,112,0.67076,0,0,0,0,0.96,112,0.65241,1,1,1,1,0.99
2020,113,0.7043,0,0,0,0,0.89,113,0.69156,0,0,0,0,0.91
2020,114,0.73952,0,0,0,0,0.83,114,0.73305,0,0,0,0,0.84
2020,115,0.77649,0,0,0,0,0.77,115,0.77649,0,0,0,0,0.77
2020,116,0.81532,0,0,0,0,0.71,116,0.81532,0,0,0,0,0.71
2020,117,0.85608,0,0,0,0,0.66,117,0.85608,0,0,0,0,0.66
2020,118,0.89888,0,0,0,0,0.61,118,0.89888,0,0,0,0,0.61
2020,119,0.94383,0,0,0,0,0.56,119,0.94383,0,0,0,0,0.56
2030,0,0.00408,"100,000",408,"99,642","7,751,113",77.51,0,0.00345,"100,000",345,"99,699","8,165,795",81.66
2030,1,0.0003,"99,592",30,"99,577","7,651,471",76.83,1,0.00026,"99,655",26,"99,642","8,066,096",80.94
2030,2,0.0002,"99,562",20,"99,552","7,551,894",75.85,2,0.00017,"99,629",17,"99,621","7,966,453",79.96
2030,3,0.00017,"99,542",17,"99,534","7,452,342",74.87,3,0.00013,"99,613",13,"99,606","7,866,832",78.97
2030,4,0.00013,"99,525",13,"99,519","7,352,808",73.88,4,0.00009,"99,600",9,"99,596","7,767,226",77.98
2030,5,0.00012,"99,512",12,"99,507","7,253,289",72.89,5,0.00009,"99,591",9,"99,586","7,667,630",76.99
2030,6,0.00011,"99,501",11,"99,495","7,153,782",71.9,6,0.00009,"99,582",9,"99,577","7,568,044",76
2030,7,0.0001,"99,490",10,"99,485","7,054,287",70.9,7,0.00009,"99,573",9,"99,569","7,468,466",75
2030,8,0.00009,"99,479",9,"99,475","6,954,802",69.91,8,0.00008,"99,564",8,"99,560","7,368,898",74.01
2030,9,0.00007,"99,470",7,"99,467","6,855,327",68.92,9,0.00008,"99,556",8,"99,552","7,269,338",73.02
2030,10,0.00006,"99,463",6,"99,460","6,755,861",67.92,10,0.00007,"99,548",7,"99,545","7,169,786",72.02
2030,11,0.00006,"99,457",6,"99,454","6,656,401",66.93,11,0.00007,"99,542",7,"99,538","7,070,241",71.03
2030,12,0.00011,"99,451",11,"99,446","6,556,947",65.93,12,0.00009,"99,535",9,"99,530","6,970,703",70.03
2030,13,0.0002,"99,441",20,"99,431","6,457,501",64.94,13,0.00012,"99,526",12,"99,520","6,871,172",69.04
2030,14,0.00033,"99,421",33,"99,404","6,358,070",63.95,14,0.00018,"99,514",17,"99,505","6,771,652",68.05
2030,15,0.00047,"99,388",46,"99,365","6,258,666",62.97,15,0.00023,"99,496",23,"99,485","6,672,147",67.06
2030,16,0.0006,"99,342",59,"99,312","6,159,301",62,16,0.00029,"99,473",28,"99,459","6,572,663",66.07
2030,17,0.00071,"99,283",71,"99,247","6,059,988",61.04,17,0.00033,"99,445",32,"99,428","6,473,204",65.09
2030,18,0.00081,"99,212",80,"99,172","5,960,741",60.08,18,0.00034,"99,412",34,"99,395","6,373,775",64.11
2030,19,0.00088,"99,132",87,"99,088","5,861,570",59.13,19,0.00035,"99,378",34,"99,361","6,274,380",63.14
2030,20,0.00096,"99,044",95,"98,997","5,762,482",58.18,20,0.00035,"99,344",34,"99,327","6,175,019",62.16
2030,21,0.00103,"98,950",101,"98,899","5,663,485",57.24,21,0.00035,"99,309",35,"99,292","6,075,693",61.18
2030,22,0.00106,"98,848",105,"98,796","5,564,586",56.29,22,0.00036,"99,275",35,"99,257","5,976,401",60.2
2030,23,0.00105,"98,744",104,"98,692","5,465,790",55.35,23,0.00036,"99,239",36,"99,221","5,877,144",59.22
2030,24,0.00101,"98,640",99,"98,590","5,367,098",54.41,24,0.00037,"99,203",37,"99,185","5,777,922",58.24
2030,25,0.00095,"98,541",94,"98,494","5,268,507",53.47,25,0.00038,"99,167",38,"99,148","5,678,737",57.26
2030,26,0.00091,"98,447",89,"98,402","5,170,013",52.52,26,0.0004,"99,129",39,"99,109","5,579,590",56.29
2030,27,0.00088,"98,358",87,"98,314","5,071,611",51.56,27,0.00042,"99,089",41,"99,069","5,480,481",55.31
2030,28,0.00089,"98,271",87,"98,227","4,973,297",50.61,28,0.00044,"99,048",44,"99,026","5,381,412",54.33
2030,29,0.00092,"98,183",91,"98,138","4,875,070",49.65,29,0.00047,"99,004",47,"98,981","5,282,386",53.36
2030,30,0.00097,"98,092",95,"98,045","4,776,932",48.7,30,0.00051,"98,958",50,"98,932","5,183,405",52.38
